Year,Job_Title,Industry,Automation_Risk,AI_Adoption,Degree_Required,Salary_USD,Experience_Years,Skill_Score,Remote_Work,Job_Demand_Index,Skills
2020,ML Engineer,Technology,18.9,High,Yes,123283,5,100.0,No,99.0,"MLOps, Deep Learning, Python, Docker, Kubernetes"
2020,Software Developer,Technology,32.2,High,Yes,92552,4,40.0,No,103.9,"Algorithms, Git"
2020,Software Developer,Technology,30.9,High,Yes,86986,10,60.0,No,83.0,"Algorithms, APIs, Git"
2020,Software Developer,Technology,29.8,High,Yes,87229,3,80.0,No,85.5,"APIs, Algorithms, Git, Python"
2020,Software Developer,Technology,35.3,High,Yes,91076,7,80.0,No,105.5,"Git, Algorithms, APIs, Java"
2020,Software Developer,Technology,33.1,High,Yes,97366,5,60.0,Yes,109.2,"APIs, Python, Java"
2020,Software Developer,Technology,35.6,High,Yes,89276,3,60.0,No,106.0,"APIs, Java, Python"
2020,Software Developer,Technology,34.4,High,Yes,67235,8,80.0,Yes,92.6,"Git, Java, APIs, Algorithms"
2020,Software Developer,Technology,34.3,High,Yes,92547,0,80.0,No,119.6,"Java, Algorithms, Python, APIs"
2020,Software Developer,Technology,32.9,High,Yes,113379,3,100.0,No,110.7,"APIs, Java, Algorithms, Git, Python"
2020,Software Developer,Technology,27.9,High,Yes,87463,0,100.0,No,103.6,"Git, Algorithms, Java, APIs, Python"
2020,Software Developer,Technology,25.4,High,Yes,103954,2,100.0,No,111.9,"Algorithms, Python, Java, Git, APIs"
2020,Software Developer,Technology,29.8,High,Yes,96073,1,100.0,Yes,96.1,"Algorithms, Python, Java, Git, APIs"
2020,Software Developer,Technology,31.9,High,Yes,86257,4,60.0,No,94.0,"Algorithms, Python, Git"
2020,Software Developer,Technology,28.1,High,Yes,79437,7,100.0,No,98.5,"Java, Git, Python, Algorithms, APIs"
2020,Software Developer,Technology,35.2,High,Yes,69788,2,80.0,Yes,115.5,"Git, APIs, Algorithms, Java"
2020,Software Developer,Technology,30.6,High,Yes,92066,2,60.0,No,108.9,"Git, Python, Algorithms"
2020,Software Developer,Technology,25.7,High,Yes,85341,5,40.0,Yes,115.3,"Algorithms, Python"
2020,Software Developer,Technology,33.4,High,Yes,106620,6,80.0,No,89.8,"Java, Algorithms, Python, APIs"
2020,Software Developer,Technology,28.2,High,Yes,99600,8,80.0,No,87.6,"Algorithms, Java, Python, Git"
2020,Software Developer,Technology,27.3,High,Yes,95750,9,100.0,Yes,91.5,"Java, APIs, Algorithms, Python, Git"
2020,Software Developer,Technology,31.7,High,Yes,88009,5,80.0,No,101.7,"Python, APIs, Algorithms, Git"
2020,Software Developer,Technology,27.2,High,Yes,94426,6,40.0,No,93.8,"Python, APIs"
2020,Software Developer,Technology,27.0,High,Yes,84969,6,40.0,No,82.6,"Algorithms, APIs"
2020,Software Developer,Technology,29.4,High,Yes,78975,5,40.0,No,88.8,"Python, Algorithms"
2020,Software Developer,Technology,35.8,High,Yes,87998,1,40.0,No,114.3,"APIs, Python"
2020,Software Developer,Technology,24.4,High,Yes,79457,7,80.0,Yes,106.1,"Python, APIs, Git, Java"
2020,Software Developer,Technology,34.3,High,Yes,93084,6,80.0,No,101.2,"APIs, Java, Algorithms, Python"
2020,Software Developer,Technology,36.2,High,Yes,94422,1,40.0,No,89.9,"Git, Algorithms"
2020,Software Developer,Technology,29.8,High,Yes,75677,6,100.0,No,119.4,"Git, Java, APIs, Algorithms, Python"
2020,Software Developer,Technology,31.6,High,Yes,89349,7,40.0,No,111.2,"Python, Algorithms"
2020,Software Developer,Technology,36.4,High,Yes,91464,2,80.0,No,104.7,"APIs, Git, Java, Python"
2020,Software Developer,Technology,31.0,High,Yes,71624,4,40.0,No,94.3,"Python, Algorithms"
2020,Software Developer,Technology,26.6,High,Yes,84859,6,80.0,No,118.1,"Python, Java, Algorithms, Git"
2020,Software Developer,Technology,37.4,High,Yes,103713,6,100.0,No,112.1,"Java, Python, Algorithms, APIs, Git"
2020,Software Developer,Technology,29.1,High,Yes,101856,5,60.0,No,81.6,"Git, Python, APIs"
2020,Software Developer,Technology,38.7,High,Yes,99675,12,80.0,No,93.5,"Java, Algorithms, Python, Git"
2020,Software Developer,Technology,27.9,High,Yes,78199,8,100.0,No,106.0,"APIs, Python, Algorithms, Git, Java"
2020,Software Developer,Technology,35.5,High,Yes,89003,7,100.0,No,109.4,"Git, Python, Java, APIs, Algorithms"
2020,Data Analyst,Finance,44.4,Medium,No,81787,3,100.0,No,73.9,"Excel, Statistics, Python, SQL, Tableau"
2020,Data Analyst,Finance,35.6,Medium,No,60458,2,40.0,No,55.3,"Python, Excel"
2020,Data Analyst,Finance,28.6,Medium,No,71614,0,40.0,No,69.7,"Statistics, SQL"
2020,Data Analyst,Finance,45.7,Medium,No,57822,3,40.0,No,84.3,"Tableau, SQL"
2020,Data Analyst,Finance,34.4,Medium,No,60156,3,80.0,No,52.9,"Tableau, Python, Statistics, Excel"
2020,Data Analyst,Finance,32.2,Medium,No,67003,9,100.0,No,65.2,"SQL, Tableau, Statistics, Excel, Python"
2020,Data Analyst,Finance,44.3,Medium,No,74950,7,100.0,No,84.7,"Statistics, SQL, Excel, Python, Tableau"
2020,Data Analyst,Finance,40.2,Medium,No,65187,4,40.0,Yes,54.1,"Excel, Statistics"
2020,Data Analyst,Finance,34.8,Medium,No,70975,6,40.0,No,60.2,"Excel, Tableau"
2020,Data Analyst,Finance,36.3,Medium,No,73537,6,40.0,No,84.7,"Statistics, Tableau"
2020,Data Analyst,Finance,35.9,Medium,No,69783,11,40.0,No,84.6,"Statistics, SQL"
2020,Data Analyst,Finance,40.9,Medium,No,75262,7,60.0,No,90.0,"SQL, Python, Tableau"
2020,Data Analyst,Finance,49.1,Medium,No,72384,9,40.0,Yes,76.0,"Excel, Statistics"
2020,Data Analyst,Finance,38.2,Medium,No,75270,4,60.0,No,50.2,"Python, Statistics, SQL"
2020,Data Analyst,Finance,44.7,Medium,No,76123,0,40.0,No,64.9,"Python, Excel"
2020,Data Analyst,Finance,45.4,Medium,No,80737,0,60.0,No,83.9,"Python, SQL, Statistics"
2020,Data Analyst,Finance,36.6,Medium,No,70627,1,80.0,No,74.3,"Statistics, Excel, Python, Tableau"
2020,Data Analyst,Finance,43.8,Medium,No,71968,5,80.0,Yes,69.2,"Statistics, Excel, Tableau, SQL"
2020,Data Analyst,Finance,39.7,Medium,No,84344,5,40.0,No,71.6,"Excel, Python"
2020,Data Analyst,Finance,34.7,Medium,No,70442,5,80.0,No,54.3,"Tableau, Python, Statistics, Excel"
2020,Data Analyst,Finance,42.0,Medium,No,79781,4,40.0,No,71.1,"Tableau, SQL"
2020,Data Analyst,Finance,38.6,Medium,No,72808,6,60.0,No,86.2,"Tableau, Statistics, Python"
2020,Data Analyst,Finance,33.5,Medium,No,74848,6,80.0,No,53.8,"Statistics, Python, Excel, SQL"
2020,Data Analyst,Finance,42.6,Medium,No,64855,3,40.0,Yes,62.5,"Excel, SQL"
2020,Data Analyst,Finance,42.3,Medium,No,75139,0,40.0,No,89.5,"Tableau, SQL"
2020,Data Analyst,Finance,48.4,Medium,No,66124,6,80.0,No,60.6,"SQL, Tableau, Python, Excel"
2020,Data Analyst,Finance,48.1,Medium,No,65455,1,100.0,No,83.3,"Statistics, SQL, Python, Excel, Tableau"
2020,Data Analyst,Finance,41.7,Medium,No,75834,0,80.0,Yes,52.1,"Python, Excel, Statistics, SQL"
2020,Data Analyst,Finance,41.9,Medium,No,56342,3,60.0,No,88.3,"SQL, Tableau, Python"
2020,Data Analyst,Finance,35.4,Medium,No,70568,9,40.0,No,89.2,"Statistics, Excel"
2020,Data Analyst,Finance,38.5,Medium,No,76057,7,40.0,No,70.8,"Excel, Statistics"
2020,Data Analyst,Finance,42.5,Medium,No,74076,1,60.0,No,63.9,"SQL, Python, Tableau"
2020,Data Analyst,Finance,35.6,Medium,No,71353,4,60.0,No,86.8,"Excel, Tableau, SQL"
2020,Data Analyst,Finance,40.4,Medium,No,69307,7,60.0,No,55.7,"Statistics, Python, Excel"
2020,Data Analyst,Finance,38.5,Medium,No,73755,2,60.0,No,72.9,"Python, Tableau, Statistics"
2020,Data Analyst,Finance,44.6,Medium,No,58816,3,80.0,No,55.9,"Python, Tableau, Excel, SQL"
2020,Data Analyst,Finance,44.7,Medium,No,69243,4,100.0,No,67.3,"Excel, Tableau, SQL, Python, Statistics"
2020,Data Analyst,Finance,41.4,Medium,No,64447,6,100.0,No,65.5,"Excel, Tableau, SQL, Python, Statistics"
2020,Data Analyst,Finance,33.6,Medium,No,81476,4,80.0,No,89.3,"SQL, Tableau, Statistics, Excel"
2020,Data Analyst,Finance,36.9,Medium,No,67882,3,100.0,No,59.2,"Tableau, SQL, Excel, Python, Statistics"
2020,Data Analyst,Finance,40.9,Medium,No,73294,7,40.0,No,68.0,"SQL, Excel"
2020,Data Analyst,Finance,42.7,Medium,No,75314,3,60.0,No,73.3,"Statistics, Excel, Python"
2020,Data Analyst,Finance,27.0,Medium,No,69892,6,80.0,No,75.8,"SQL, Excel, Python, Tableau"
2020,Data Analyst,Finance,37.8,Medium,No,63806,4,40.0,No,84.4,"Python, Tableau"
2020,Data Analyst,Finance,48.6,Medium,No,72040,2,40.0,No,67.5,"Tableau, Python"
2020,Data Analyst,Finance,39.6,Medium,No,76449,9,80.0,No,59.1,"Statistics, SQL, Python, Tableau"
2020,Data Analyst,Finance,46.1,Medium,No,65769,4,100.0,Yes,78.7,"Excel, SQL, Tableau, Python, Statistics"
2020,Data Analyst,Finance,27.8,Medium,No,71300,5,100.0,No,76.5,"Excel, SQL, Statistics, Python, Tableau"
2020,Data Analyst,Finance,39.9,Medium,No,78299,7,100.0,No,53.3,"Statistics, SQL, Python, Excel, Tableau"
2020,Data Analyst,Finance,32.9,Medium,No,80509,4,60.0,No,52.8,"Statistics, Tableau, Python"
2020,Data Analyst,Finance,38.7,Medium,No,64532,3,80.0,No,74.1,"Excel, SQL, Python, Tableau"
2020,Data Analyst,Finance,35.7,Medium,No,72514,6,80.0,Yes,65.0,"Python, Statistics, Excel, SQL"
2020,Data Analyst,Finance,38.9,Medium,No,66613,4,100.0,No,50.5,"Excel, Tableau, SQL, Python, Statistics"
2020,Accountant,Finance,76.2,Medium,Yes,59711,8,100.0,No,57.2,"Excel, Tax, Accounting, Auditing, QuickBooks"
2020,Accountant,Finance,71.3,Medium,Yes,64386,4,80.0,Yes,88.6,"Auditing, Accounting, Excel, Tax"
2020,Accountant,Finance,73.2,Medium,Yes,81910,6,40.0,Yes,73.1,"Accounting, QuickBooks"
2020,Accountant,Finance,63.2,Medium,Yes,73624,5,100.0,No,89.7,"Excel, Tax, Accounting, Auditing, QuickBooks"
2020,Accountant,Finance,80.3,Medium,Yes,67565,1,40.0,No,71.5,"Excel, QuickBooks"
2020,Accountant,Finance,74.2,Medium,Yes,70375,7,100.0,No,56.0,"Auditing, Tax, Accounting, Excel, QuickBooks"
2020,Accountant,Finance,78.1,Medium,Yes,69023,3,60.0,No,77.8,"Excel, QuickBooks, Auditing"
2020,Accountant,Finance,70.2,Medium,Yes,61412,12,60.0,No,54.2,"Excel, Auditing, Tax"
2020,Accountant,Finance,68.9,Medium,Yes,70381,4,60.0,Yes,77.8,"Excel, QuickBooks, Tax"
2020,Accountant,Finance,78.6,Medium,Yes,65530,8,40.0,Yes,63.1,"Tax, Auditing"
2020,Accountant,Finance,75.1,Medium,Yes,69538,2,40.0,No,75.4,"Auditing, Excel"
2020,Accountant,Finance,77.3,Medium,Yes,72791,0,100.0,No,72.6,"Auditing, Excel, QuickBooks, Tax, Accounting"
2020,Accountant,Finance,80.4,Medium,Yes,75880,6,80.0,No,60.4,"Tax, Auditing, Excel, QuickBooks"
2020,Accountant,Finance,73.0,Medium,Yes,47358,2,100.0,No,55.3,"Tax, Excel, QuickBooks, Accounting, Auditing"
2020,Accountant,Finance,80.3,Medium,Yes,62028,3,100.0,Yes,66.0,"QuickBooks, Accounting, Excel, Tax, Auditing"
2020,Accountant,Finance,74.3,Medium,Yes,70761,2,60.0,No,80.4,"QuickBooks, Tax, Auditing"
2020,Accountant,Finance,69.4,Medium,Yes,64908,5,40.0,No,53.5,"Excel, Tax"
2020,Accountant,Finance,66.3,Medium,Yes,63320,7,60.0,No,60.4,"QuickBooks, Auditing, Accounting"
2020,Accountant,Finance,66.4,Medium,Yes,68685,1,40.0,No,88.7,"QuickBooks, Accounting"
2020,Accountant,Finance,84.1,Medium,Yes,59649,4,60.0,No,70.9,"Auditing, QuickBooks, Accounting"
2020,Accountant,Finance,72.9,Medium,Yes,62614,2,60.0,No,67.1,"Excel, QuickBooks, Auditing"
2020,Accountant,Finance,72.4,Medium,Yes,75612,4,100.0,Yes,70.5,"Tax, Excel, Accounting, QuickBooks, Auditing"
2020,Accountant,Finance,68.9,Medium,Yes,68916,2,80.0,No,80.2,"Excel, Auditing, Accounting, QuickBooks"
2020,Accountant,Finance,69.4,Medium,Yes,63103,0,60.0,No,72.3,"QuickBooks, Auditing, Tax"
2020,Accountant,Finance,71.1,Medium,Yes,85755,5,40.0,No,53.7,"Excel, Accounting"
2020,Accountant,Finance,68.2,Medium,Yes,63325,2,40.0,No,75.4,"Tax, Accounting"
2020,Accountant,Finance,58.2,Medium,Yes,71911,1,100.0,No,86.2,"Auditing, Excel, Tax, QuickBooks, Accounting"
2020,Accountant,Finance,73.1,Medium,Yes,64388,4,100.0,No,56.1,"Excel, QuickBooks, Tax, Accounting, Auditing"
2020,Accountant,Finance,73.0,Medium,Yes,66568,6,80.0,No,54.9,"Excel, QuickBooks, Auditing, Accounting"
2020,Accountant,Finance,72.0,Medium,Yes,72718,12,40.0,No,58.4,"Auditing, Accounting"
2020,Accountant,Finance,72.8,Medium,Yes,73564,1,80.0,No,76.1,"Auditing, QuickBooks, Accounting, Tax"
2020,Accountant,Finance,77.7,Medium,Yes,58504,3,40.0,Yes,53.5,"Auditing, Accounting"
2020,Accountant,Finance,68.1,Medium,Yes,68956,1,100.0,No,83.7,"Auditing, Excel, Tax, Accounting, QuickBooks"
2020,Accountant,Finance,82.1,Medium,Yes,67420,2,60.0,No,50.2,"QuickBooks, Accounting, Tax"
2020,Accountant,Finance,70.9,Medium,Yes,61137,3,80.0,No,51.3,"Auditing, QuickBooks, Accounting, Excel"
2020,Accountant,Finance,74.2,Medium,Yes,67279,6,80.0,Yes,86.0,"Tax, Auditing, Accounting, Excel"
2020,Accountant,Finance,70.1,Medium,Yes,57598,1,40.0,No,65.2,"Accounting, Tax"
2020,Accountant,Finance,69.1,Medium,Yes,67523,2,60.0,No,80.2,"Accounting, QuickBooks, Tax"
2020,Accountant,Finance,82.2,Medium,Yes,71125,11,100.0,Yes,78.1,"QuickBooks, Accounting, Excel, Auditing, Tax"
2020,Accountant,Finance,74.7,Medium,Yes,53948,6,60.0,No,61.9,"Tax, Excel, Auditing"
2020,Accountant,Finance,76.8,Medium,Yes,76118,4,40.0,No,67.2,"Excel, Tax"
2020,Accountant,Finance,71.2,Medium,Yes,57031,7,40.0,No,54.6,"Accounting, QuickBooks"
2020,Accountant,Finance,75.3,Medium,Yes,82468,0,100.0,No,55.5,"Tax, Auditing, Excel, Accounting, QuickBooks"
2020,Accountant,Finance,68.6,Medium,Yes,72941,10,40.0,No,77.1,"Excel, QuickBooks"
2020,Accountant,Finance,74.1,Medium,Yes,65931,9,40.0,No,66.3,"Auditing, QuickBooks"
2020,Accountant,Finance,75.1,Medium,Yes,63568,0,100.0,No,67.9,"Accounting, QuickBooks, Excel, Tax, Auditing"
2020,Accountant,Finance,73.5,Medium,Yes,66876,4,40.0,No,70.5,"Tax, Excel"
2020,Accountant,Finance,63.0,Medium,Yes,66385,2,100.0,No,85.2,"Auditing, Accounting, Tax, QuickBooks, Excel"
2020,Accountant,Finance,68.5,Medium,Yes,55160,0,100.0,No,60.3,"Accounting, QuickBooks, Excel, Auditing, Tax"
2020,Accountant,Finance,64.1,Medium,Yes,70269,6,40.0,No,77.5,"QuickBooks, Excel"
2020,Accountant,Finance,67.6,Medium,Yes,63005,9,40.0,No,62.8,"Auditing, Tax"
2020,Accountant,Finance,69.5,Medium,Yes,70258,5,40.0,Yes,75.4,"Auditing, Accounting"
2020,Accountant,Finance,78.7,Medium,Yes,69951,8,60.0,Yes,50.5,"Accounting, Excel, Tax"
